Participant,List,Item,Verb,Whether,KnowledgeState,Score,Factivity,Slifting,Counts,Freq,Frequency
66,5,2,baffle,-1.939580676,noknowledge,3,0.9125,-2.451242364,273,4.79E-07,-6.319981653
66,5,3,convince,1.064392262,noknowledge,7,0.5875,-1.619491001,11312,1.98E-05,-4.702604903
66,5,4,embarrass,-1.649707159,noknowledge,7,0.9625,-3.010810651,1677,2.94E-06,-5.531611237
66,5,5,hate,-2.568124769,knowledge,5,0.9,-2.141730596,20336,3.57E-05,-4.447878767
66,5,6,nonplus,-3.519578509,knowledge,1,0.7125,-5.232649965,2,3.51E-09,-8.455114304
66,5,7,reckon,-1.19419313,knowledge,7,0.525,3.825618501,1600,2.81E-06,-5.552024317
66,5,8,tantalize,-2.499695535,knowledge,2,0.775,0.381741921,106,1.86E-07,-6.730838435
67,5,1,agitate,-1.650582951,noknowledge,1,0.8875,-3.83229793,232,4.07E-07,-6.390656315
67,5,2,baffle,-1.939580676,noknowledge,1,0.9125,-2.451242364,273,4.79E-07,-6.319981653
67,5,3,convince,1.064392262,noknowledge,5,0.5875,-1.619491001,11312,1.98E-05,-4.702604903
67,5,4,embarrass,-1.649707159,noknowledge,2,0.9625,-3.010810651,1677,2.94E-06,-5.531611237
67,5,5,hate,-2.568124769,knowledge,4,0.9,-2.141730596,20336,3.57E-05,-4.447878767
67,5,6,nonplus,-3.519578509,knowledge,2,0.7125,-5.232649965,2,3.51E-09,-8.455114304
67,5,7,reckon,-1.19419313,knowledge,5,0.525,3.825618501,1600,2.81E-06,-5.552024317
67,5,8,tantalize,-2.499695535,knowledge,2,0.775,0.381741921,106,1.86E-07,-6.730838435
68,5,1,agitate,-1.650582951,noknowledge,1,0.8875,-3.83229793,232,4.07E-07,-6.390656315
68,5,2,baffle,-1.939580676,noknowledge,7,0.9125,-2.451242364,273,4.79E-07,-6.319981653
68,5,3,convince,1.064392262,noknowledge,1,0.5875,-1.619491001,11312,1.98E-05,-4.702604903
68,5,4,embarrass,-1.649707159,noknowledge,1,0.9625,-3.010810651,1677,2.94E-06,-5.531611237
68,5,5,hate,-2.568124769,knowledge,7,0.9,-2.141730596,20336,3.57E-05,-4.447878767
68,5,6,nonplus,-3.519578509,knowledge,7,0.7125,-5.232649965,2,3.51E-09,-8.455114304
68,5,7,reckon,-1.19419313,knowledge,7,0.525,3.825618501,1600,2.81E-06,-5.552024317
68,5,8,tantalize,-2.499695535,knowledge,7,0.775,0.381741921,106,1.86E-07,-6.730838435
69,5,1,agitate,-1.650582951,noknowledge,1,0.8875,-3.83229793,232,4.07E-07,-6.390656315
69,5,2,baffle,-1.939580676,noknowledge,1,0.9125,-2.451242364,273,4.79E-07,-6.319981653
69,5,3,convince,1.064392262,noknowledge,3,0.5875,-1.619491001,11312,1.98E-05,-4.702604903
69,5,4,embarrass,-1.649707159,noknowledge,2,0.9625,-3.010810651,1677,2.94E-06,-5.531611237
69,5,5,hate,-2.568124769,knowledge,2,0.9,-2.141730596,20336,3.57E-05,-4.447878767
69,5,6,nonplus,-3.519578509,knowledge,1,0.7125,-5.232649965,2,3.51E-09,-8.455114304
69,5,7,reckon,-1.19419313,knowledge,7,0.525,3.825618501,1600,2.81E-06,-5.552024317
69,5,8,tantalize,-2.499695535,knowledge,5,0.775,0.381741921,106,1.86E-07,-6.730838435
70,5,1,agitate,-1.650582951,noknowledge,5,0.8875,-3.83229793,232,4.07E-07,-6.390656315
70,5,2,baffle,-1.939580676,noknowledge,6,0.9125,-2.451242364,273,4.79E-07,-6.319981653
70,5,3,convince,1.064392262,noknowledge,7,0.5875,-1.619491001,11312,1.98E-05,-4.702604903
70,5,4,embarrass,-1.649707159,noknowledge,6,0.9625,-3.010810651,1677,2.94E-06,-5.531611237
70,5,5,hate,-2.568124769,knowledge,6,0.9,-2.141730596,20336,3.57E-05,-4.447878767
70,5,6,nonplus,-3.519578509,knowledge,2,0.7125,-5.232649965,2,3.51E-09,-8.455114304
70,5,7,reckon,-1.19419313,knowledge,2,0.525,3.825618501,1600,2.81E-06,-5.552024317
70,5,8,tantalize,-2.499695535,knowledge,3,0.775,0.381741921,106,1.86E-07,-6.730838435
71,6,1,agree,-4.79461075,knowledge,1,0.6875,2.35911691,53641,9.40E-05,-4.026647434
71,6,2,befuddle,-0.265336346,knowledge,3,0.825,-1.547773896,50,8.77E-08,-7.057174295
71,6,3,cry,-1.538660878,knowledge,1,0.925,0.790055541,20674,3.62E-05,-4.440719788
71,6,4,embitter,-3.130805173,knowledge,1,0.8875,-1.415549267,15,2.63E-08,-7.580053041
71,6,5,hear,-0.475281047,noknowledge,6,0.7625,6.085764414,117762,0.000206472,-3.685139127
71,6,6,note,-1.82093548,noknowledge,6,0.7375,0.745829033,21424,3.76E-05,-4.42524374
71,6,7,recognize,-1.634531,noknowledge,1,0.8625,1.500811259,30549,5.36E-05,-4.271147301
71,6,8,tell,3.119139118,noknowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
72,6,1,agree,-4.79461075,knowledge,4,0.6875,2.35911691,53641,9.40E-05,-4.026647434
72,6,2,befuddle,-0.265336346,knowledge,5,0.825,-1.547773896,50,8.77E-08,-7.057174295
72,6,3,cry,-1.538660878,knowledge,4,0.925,0.790055541,20674,3.62E-05,-4.440719788
72,6,4,embitter,-3.130805173,knowledge,5,0.8875,-1.415549267,15,2.63E-08,-7.580053041
72,6,5,hear,-0.475281047,noknowledge,5,0.7625,6.085764414,117762,0.000206472,-3.685139127
72,6,6,note,-1.82093548,noknowledge,5,0.7375,0.745829033,21424,3.76E-05,-4.42524374
72,6,7,recognize,-1.634531,noknowledge,4,0.8625,1.500811259,30549,5.36E-05,-4.271147301
72,6,8,tell,3.119139118,noknowledge,6,0.675,-1.022520996,231914,0.000406614,-3.390817333
73,6,1,agree,-4.79461075,knowledge,2,0.6875,2.35911691,53641,9.40E-05,-4.026647434
73,6,2,befuddle,-0.265336346,knowledge,4,0.825,-1.547773896,50,8.77E-08,-7.057174295
73,6,3,cry,-1.538660878,knowledge,1,0.925,0.790055541,20674,3.62E-05,-4.440719788
73,6,4,embitter,-3.130805173,knowledge,1,0.8875,-1.415549267,15,2.63E-08,-7.580053041
73,6,5,hear,-0.475281047,noknowledge,7,0.7625,6.085764414,117762,0.000206472,-3.685139127
73,6,6,note,-1.82093548,noknowledge,4,0.7375,0.745829033,21424,3.76E-05,-4.42524374
73,6,7,recognize,-1.634531,noknowledge,2,0.8625,1.500811259,30549,5.36E-05,-4.271147301
73,6,8,tell,3.119139118,noknowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
74,6,1,agree,-4.79461075,knowledge,2,0.6875,2.35911691,53641,9.40E-05,-4.026647434
74,6,2,befuddle,-0.265336346,knowledge,5,0.825,-1.547773896,50,8.77E-08,-7.057174295
74,6,3,cry,-1.538660878,knowledge,1,0.925,0.790055541,20674,3.62E-05,-4.440719788
74,6,4,embitter,-3.130805173,knowledge,1,0.8875,-1.415549267,15,2.63E-08,-7.580053041
74,6,5,hear,-0.475281047,noknowledge,2,0.7625,6.085764414,117762,0.000206472,-3.685139127
74,6,6,note,-1.82093548,noknowledge,2,0.7375,0.745829033,21424,3.76E-05,-4.42524374
74,6,7,recognize,-1.634531,noknowledge,4,0.8625,1.500811259,30549,5.36E-05,-4.271147301
74,6,8,tell,3.119139118,noknowledge,6,0.675,-1.022520996,231914,0.000406614,-3.390817333
75,6,1,agree,-4.79461075,knowledge,5,0.6875,2.35911691,53641,9.40E-05,-4.026647434
75,6,2,befuddle,-0.265336346,knowledge,1,0.825,-1.547773896,50,8.77E-08,-7.057174295
75,6,3,cry,-1.538660878,knowledge,2,0.925,0.790055541,20674,3.62E-05,-4.440719788
75,6,4,embitter,-3.130805173,knowledge,1,0.8875,-1.415549267,15,2.63E-08,-7.580053041
75,6,5,hear,-0.475281047,noknowledge,3,0.7625,6.085764414,117762,0.000206472,-3.685139127
75,6,6,note,-1.82093548,noknowledge,6,0.7375,0.745829033,21424,3.76E-05,-4.42524374
75,6,7,recognize,-1.634531,noknowledge,5,0.8625,1.500811259,30549,5.36E-05,-4.271147301
75,6,8,tell,3.119139118,noknowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
76,6,1,agree,-4.79461075,noknowledge,6,0.6875,2.35911691,53641,9.40E-05,-4.026647434
76,6,2,befuddle,-0.265336346,noknowledge,6,0.825,-1.547773896,50,8.77E-08,-7.057174295
76,6,3,cry,-1.538660878,noknowledge,4,0.925,0.790055541,20674,3.62E-05,-4.440719788
76,6,4,embitter,-3.130805173,noknowledge,7,0.8875,-1.415549267,15,2.63E-08,-7.580053041
76,6,5,hear,-0.475281047,knowledge,7,0.7625,6.085764414,117762,0.000206472,-3.685139127
76,6,6,note,-1.82093548,knowledge,5,0.7375,0.745829033,21424,3.76E-05,-4.42524374
76,6,7,recognize,-1.634531,knowledge,6,0.8625,1.500811259,30549,5.36E-05,-4.271147301
76,6,8,tell,3.119139118,knowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
77,6,1,agree,-4.79461075,noknowledge,3,0.6875,2.35911691,53641,9.40E-05,-4.026647434
77,6,2,befuddle,-0.265336346,noknowledge,2,0.825,-1.547773896,50,8.77E-08,-7.057174295
77,6,3,cry,-1.538660878,noknowledge,3,0.925,0.790055541,20674,3.62E-05,-4.440719788
77,6,4,embitter,-3.130805173,noknowledge,2,0.8875,-1.415549267,15,2.63E-08,-7.580053041
77,6,5,hear,-0.475281047,knowledge,3,0.7625,6.085764414,117762,0.000206472,-3.685139127
77,6,6,note,-1.82093548,knowledge,5,0.7375,0.745829033,21424,3.76E-05,-4.42524374
77,6,7,recognize,-1.634531,knowledge,5,0.8625,1.500811259,30549,5.36E-05,-4.271147301
77,6,8,tell,3.119139118,knowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
78,6,1,agree,-4.79461075,noknowledge,6,0.6875,2.35911691,53641,9.40E-05,-4.026647434
78,6,2,befuddle,-0.265336346,noknowledge,6,0.825,-1.547773896,50,8.77E-08,-7.057174295
78,6,3,cry,-1.538660878,noknowledge,5,0.925,0.790055541,20674,3.62E-05,-4.440719788
78,6,4,embitter,-3.130805173,noknowledge,7,0.8875,-1.415549267,15,2.63E-08,-7.580053041
78,6,5,hear,-0.475281047,knowledge,4,0.7625,6.085764414,117762,0.000206472,-3.685139127
78,6,6,note,-1.82093548,knowledge,7,0.7375,0.745829033,21424,3.76E-05,-4.42524374
78,6,7,recognize,-1.634531,knowledge,5,0.8625,1.500811259,30549,5.36E-05,-4.271147301
78,6,8,tell,3.119139118,knowledge,5,0.675,-1.022520996,231914,0.000406614,-3.390817333
79,6,1,agree,-4.79461075,noknowledge,3,0.6875,2.35911691,53641,9.40E-05,-4.026647434
79,6,2,befuddle,-0.265336346,noknowledge,7,0.825,-1.547773896,50,8.77E-08,-7.057174295
79,6,3,cry,-1.538660878,noknowledge,2,0.925,0.790055541,20674,3.62E-05,-4.440719788
79,6,4,embitter,-3.130805173,noknowledge,2,0.8875,-1.415549267,15,2.63E-08,-7.580053041
79,6,5,hear,-0.475281047,knowledge,1,0.7625,6.085764414,117762,0.000206472,-3.685139127
79,6,6,note,-1.82093548,knowledge,3,0.7375,0.745829033,21424,3.76E-05,-4.42524374
79,6,7,recognize,-1.634531,knowledge,2,0.8625,1.500811259,30549,5.36E-05,-4.271147301
79,6,8,tell,3.119139118,knowledge,6,0.675,-1.022520996,231914,0.000406614,-3.390817333
80,6,1,agree,-4.79461075,noknowledge,4,0.6875,2.35911691,53641,9.40E-05,-4.026647434
80,6,2,befuddle,-0.265336346,noknowledge,5,0.825,-1.547773896,50,8.77E-08,-7.057174295
80,6,3,cry,-1.538660878,noknowledge,1,0.925,0.790055541,20674,3.62E-05,-4.440719788
80,6,4,embitter,-3.130805173,noknowledge,2,0.8875,-1.415549267,15,2.63E-08,-7.580053041
80,6,5,hear,-0.475281047,knowledge,7,0.7625,6.085764414,117762,0.000206472,-3.685139127
80,6,6,note,-1.82093548,knowledge,3,0.7375,0.745829033,21424,3.76E-05,-4.42524374
80,6,7,recognize,-1.634531,knowledge,2,0.8625,1.500811259,30549,5.36E-05,-4.271147301
80,6,8,tell,3.119139118,knowledge,7,0.675,-1.022520996,231914,0.000406614,-3.390817333
81,7,1,alarm,-0.07423517,knowledge,1,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
81,7,2,believe,0.73976443,knowledge,7,0.4875,6.004585933,168842,0.00029603,-3.528663812
81,7,3,daze,-2.727103983,knowledge,1,0.8875,-2.658149244,688,1.21E-06,-5.918555862
81,7,4,enjoy,-3.772956842,knowledge,1,0.95,-0.570159261,31358,5.50E-05,-4.259795944
81,7,5,hearten,-5.816887156,noknowledge,1,0.875,-1.672830137,32,5.61E-08,-7.250994321
81,7,6,notice,-1.715946619,noknowledge,2,0.9,1.464359942,29744,5.22E-05,-4.282744927
81,7,7,recollect,-1.27193788,noknowledge,2,0.6625,3.120926394,308,5.40E-07,-6.267593583
81,7,8,terrify,-3.669719081,noknowledge,1,0.9125,-5.163927182,261,4.58E-07,-6.339503792
82,7,1,alarm,-0.07423517,knowledge,4,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
82,7,2,believe,0.73976443,knowledge,6,0.4875,6.004585933,168842,0.00029603,-3.528663812
82,7,3,daze,-2.727103983,knowledge,4,0.8875,-2.658149244,688,1.21E-06,-5.918555862
82,7,4,enjoy,-3.772956842,knowledge,3,0.95,-0.570159261,31358,5.50E-05,-4.259795944
82,7,5,hearten,-5.816887156,noknowledge,3,0.875,-1.672830137,32,5.61E-08,-7.250994321
82,7,6,notice,-1.715946619,noknowledge,7,0.9,1.464359942,29744,5.22E-05,-4.282744927
82,7,7,recollect,-1.27193788,noknowledge,6,0.6625,3.120926394,308,5.40E-07,-6.267593583
82,7,8,terrify,-3.669719081,noknowledge,5,0.9125,-5.163927182,261,4.58E-07,-6.339503792
83,7,1,alarm,-0.07423517,knowledge,3,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
83,7,2,believe,0.73976443,knowledge,5,0.4875,6.004585933,168842,0.00029603,-3.528663812
83,7,3,daze,-2.727103983,knowledge,4,0.8875,-2.658149244,688,1.21E-06,-5.918555862
83,7,4,enjoy,-3.772956842,knowledge,3,0.95,-0.570159261,31358,5.50E-05,-4.259795944
83,7,5,hearten,-5.816887156,noknowledge,4,0.875,-1.672830137,32,5.61E-08,-7.250994321
83,7,6,notice,-1.715946619,noknowledge,6,0.9,1.464359942,29744,5.22E-05,-4.282744927
83,7,7,recollect,-1.27193788,noknowledge,4,0.6625,3.120926394,308,5.40E-07,-6.267593583
83,7,8,terrify,-3.669719081,noknowledge,5,0.9125,-5.163927182,261,4.58E-07,-6.339503792
84,7,1,alarm,-0.07423517,knowledge,6,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
84,7,2,believe,0.73976443,knowledge,6,0.4875,6.004585933,168842,0.00029603,-3.528663812
84,7,3,daze,-2.727103983,knowledge,6,0.8875,-2.658149244,688,1.21E-06,-5.918555862
84,7,4,enjoy,-3.772956842,knowledge,6,0.95,-0.570159261,31358,5.50E-05,-4.259795944
84,7,5,hearten,-5.816887156,noknowledge,6,0.875,-1.672830137,32,5.61E-08,-7.250994321
84,7,6,notice,-1.715946619,noknowledge,6,0.9,1.464359942,29744,5.22E-05,-4.282744927
84,7,7,recollect,-1.27193788,noknowledge,6,0.6625,3.120926394,308,5.40E-07,-6.267593583
84,7,8,terrify,-3.669719081,noknowledge,6,0.9125,-5.163927182,261,4.58E-07,-6.339503792
85,7,1,alarm,-0.07423517,knowledge,NA,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
85,7,2,believe,0.73976443,knowledge,NA,0.4875,6.004585933,168842,0.00029603,-3.528663812
85,7,3,daze,-2.727103983,knowledge,NA,0.8875,-2.658149244,688,1.21E-06,-5.918555862
85,7,4,enjoy,-3.772956842,knowledge,NA,0.95,-0.570159261,31358,5.50E-05,-4.259795944
85,7,5,hearten,-5.816887156,noknowledge,NA,0.875,-1.672830137,32,5.61E-08,-7.250994321
85,7,6,notice,-1.715946619,noknowledge,NA,0.9,1.464359942,29744,5.22E-05,-4.282744927
85,7,7,recollect,-1.27193788,noknowledge,NA,0.6625,3.120926394,308,5.40E-07,-6.267593583
85,7,8,terrify,-3.669719081,noknowledge,NA,0.9125,-5.163927182,261,4.58E-07,-6.339503792
86,7,1,alarm,-0.07423517,noknowledge,3,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
86,7,2,believe,0.73976443,noknowledge,7,0.4875,6.004585933,168842,0.00029603,-3.528663812
86,7,3,daze,-2.727103983,noknowledge,3,0.8875,-2.658149244,688,1.21E-06,-5.918555862
86,7,4,enjoy,-3.772956842,noknowledge,2,0.95,-0.570159261,31358,5.50E-05,-4.259795944
86,7,5,hearten,-5.816887156,knowledge,4,0.875,-1.672830137,32,5.61E-08,-7.250994321
86,7,6,notice,-1.715946619,knowledge,7,0.9,1.464359942,29744,5.22E-05,-4.282744927
86,7,7,recollect,-1.27193788,knowledge,5,0.6625,3.120926394,308,5.40E-07,-6.267593583
86,7,8,terrify,-3.669719081,knowledge,2,0.9125,-5.163927182,261,4.58E-07,-6.339503792
87,7,1,alarm,-0.07423517,noknowledge,7,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
87,7,2,believe,0.73976443,noknowledge,7,0.4875,6.004585933,168842,0.00029603,-3.528663812
87,7,3,daze,-2.727103983,noknowledge,3,0.8875,-2.658149244,688,1.21E-06,-5.918555862
87,7,4,enjoy,-3.772956842,noknowledge,3,0.95,-0.570159261,31358,5.50E-05,-4.259795944
87,7,5,hearten,-5.816887156,knowledge,5,0.875,-1.672830137,32,5.61E-08,-7.250994321
87,7,6,notice,-1.715946619,knowledge,7,0.9,1.464359942,29744,5.22E-05,-4.282744927
87,7,7,recollect,-1.27193788,knowledge,5,0.6625,3.120926394,308,5.40E-07,-6.267593583
87,7,8,terrify,-3.669719081,knowledge,2,0.9125,-5.163927182,261,4.58E-07,-6.339503792
88,7,1,alarm,-0.07423517,noknowledge,1,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
88,7,2,believe,0.73976443,noknowledge,7,0.4875,6.004585933,168842,0.00029603,-3.528663812
88,7,3,daze,-2.727103983,noknowledge,1,0.8875,-2.658149244,688,1.21E-06,-5.918555862
88,7,4,enjoy,-3.772956842,noknowledge,5,0.95,-0.570159261,31358,5.50E-05,-4.259795944
88,7,5,hearten,-5.816887156,knowledge,1,0.875,-1.672830137,32,5.61E-08,-7.250994321
88,7,6,notice,-1.715946619,knowledge,7,0.9,1.464359942,29744,5.22E-05,-4.282744927
88,7,7,recollect,-1.27193788,knowledge,4,0.6625,3.120926394,308,5.40E-07,-6.267593583
88,7,8,terrify,-3.669719081,knowledge,1,0.9125,-5.163927182,261,4.58E-07,-6.339503792
89,7,1,alarm,-0.07423517,noknowledge,7,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
89,7,2,believe,0.73976443,noknowledge,7,0.4875,6.004585933,168842,0.00029603,-3.528663812
89,7,3,daze,-2.727103983,noknowledge,6,0.8875,-2.658149244,688,1.21E-06,-5.918555862
89,7,4,enjoy,-3.772956842,noknowledge,7,0.95,-0.570159261,31358,5.50E-05,-4.259795944
89,7,5,hearten,-5.816887156,knowledge,6,0.875,-1.672830137,32,5.61E-08,-7.250994321
89,7,6,notice,-1.715946619,knowledge,7,0.9,1.464359942,29744,5.22E-05,-4.282744927
89,7,7,recollect,-1.27193788,knowledge,7,0.6625,3.120926394,308,5.40E-07,-6.267593583
89,7,8,terrify,-3.669719081,knowledge,7,0.9125,-5.163927182,261,4.58E-07,-6.339503792
90,7,1,alarm,-0.07423517,noknowledge,2,0.8875,-1.741263354,9348,1.64E-05,-4.785425596
90,7,2,believe,0.73976443,noknowledge,6,0.4875,6.004585933,168842,0.00029603,-3.528663812
90,7,3,daze,-2.727103983,noknowledge,2,0.8875,-2.658149244,688,1.21E-06,-5.918555862
90,7,4,enjoy,-3.772956842,noknowledge,3,0.95,-0.570159261,31358,5.50E-05,-4.259795944
90,7,5,hearten,-5.816887156,knowledge,2,0.875,-1.672830137,32,5.61E-08,-7.250994321
90,7,6,notice,-1.715946619,knowledge,4,0.9,1.464359942,29744,5.22E-05,-4.282744927
90,7,7,recollect,-1.27193788,knowledge,3,0.6625,3.120926394,308,5.40E-07,-6.267593583
90,7,8,terrify,-3.669719081,knowledge,2,0.9125,-5.163927182,261,4.58E-07,-6.339503792
91,8,1,alert,0.605909146,knowledge,2,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
91,8,2,bet,4.685580181,knowledge,7,0.55,3.763339017,19529,3.42E-05,-4.465464294
91,8,3,decide,-3.892043411,knowledge,4,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
91,8,4,enrage,-1.69801114,knowledge,6,0.825,-1.352925487,140,2.45E-07,-6.610016264
91,8,5,horrify,-1.655816576,noknowledge,7,0.825,-6.076463305,89,1.56E-07,-6.806754293
91,8,6,observe,-0.438666444,noknowledge,4,0.775,3.030364382,9245,1.62E-05,-4.790237384
91,8,7,relieve,-1.961746184,noknowledge,3,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
91,8,8,think,-0.639212477,noknowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
92,8,1,alert,0.605909146,knowledge,2,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
92,8,2,bet,4.685580181,knowledge,5,0.55,3.763339017,19529,3.42E-05,-4.465464294
92,8,3,decide,-3.892043411,knowledge,4,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
92,8,4,enrage,-1.69801114,knowledge,4,0.825,-1.352925487,140,2.45E-07,-6.610016264
92,8,5,horrify,-1.655816576,noknowledge,5,0.825,-6.076463305,89,1.56E-07,-6.806754293
92,8,6,observe,-0.438666444,noknowledge,3,0.775,3.030364382,9245,1.62E-05,-4.790237384
92,8,7,relieve,-1.961746184,noknowledge,3,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
92,8,8,think,-0.639212477,noknowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
93,8,1,alert,0.605909146,knowledge,5,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
93,8,2,bet,4.685580181,knowledge,6,0.55,3.763339017,19529,3.42E-05,-4.465464294
93,8,3,decide,-3.892043411,knowledge,7,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
93,8,4,enrage,-1.69801114,knowledge,7,0.825,-1.352925487,140,2.45E-07,-6.610016264
93,8,5,horrify,-1.655816576,noknowledge,6,0.825,-6.076463305,89,1.56E-07,-6.806754293
93,8,6,observe,-0.438666444,noknowledge,6,0.775,3.030364382,9245,1.62E-05,-4.790237384
93,8,7,relieve,-1.961746184,noknowledge,7,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
93,8,8,think,-0.639212477,noknowledge,6,0.5,7.446393461,730315,0.00128046,-2.892634079
94,8,1,alert,0.605909146,knowledge,3,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
94,8,2,bet,4.685580181,knowledge,7,0.55,3.763339017,19529,3.42E-05,-4.465464294
94,8,3,decide,-3.892043411,knowledge,1,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
94,8,4,enrage,-1.69801114,knowledge,2,0.825,-1.352925487,140,2.45E-07,-6.610016264
94,8,5,horrify,-1.655816576,noknowledge,3,0.825,-6.076463305,89,1.56E-07,-6.806754293
94,8,6,observe,-0.438666444,noknowledge,2,0.775,3.030364382,9245,1.62E-05,-4.790237384
94,8,7,relieve,-1.961746184,noknowledge,1,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
94,8,8,think,-0.639212477,noknowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
95,8,1,alert,0.605909146,knowledge,4,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
95,8,2,bet,4.685580181,knowledge,7,0.55,3.763339017,19529,3.42E-05,-4.465464294
95,8,3,decide,-3.892043411,knowledge,3,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
95,8,4,enrage,-1.69801114,knowledge,2,0.825,-1.352925487,140,2.45E-07,-6.610016264
95,8,5,horrify,-1.655816576,noknowledge,4,0.825,-6.076463305,89,1.56E-07,-6.806754293
95,8,6,observe,-0.438666444,noknowledge,6,0.775,3.030364382,9245,1.62E-05,-4.790237384
95,8,7,relieve,-1.961746184,noknowledge,1,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
95,8,8,think,-0.639212477,noknowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
96,8,1,alert,0.605909146,noknowledge,7,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
96,8,2,bet,4.685580181,noknowledge,7,0.55,3.763339017,19529,3.42E-05,-4.465464294
96,8,3,decide,-3.892043411,noknowledge,7,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
96,8,4,enrage,-1.69801114,noknowledge,7,0.825,-1.352925487,140,2.45E-07,-6.610016264
96,8,5,horrify,-1.655816576,knowledge,1,0.825,-6.076463305,89,1.56E-07,-6.806754293
96,8,6,observe,-0.438666444,knowledge,6,0.775,3.030364382,9245,1.62E-05,-4.790237384
96,8,7,relieve,-1.961746184,knowledge,7,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
96,8,8,think,-0.639212477,knowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
97,8,1,alert,0.605909146,noknowledge,5,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
97,8,2,bet,4.685580181,noknowledge,5,0.55,3.763339017,19529,3.42E-05,-4.465464294
97,8,3,decide,-3.892043411,noknowledge,2,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
97,8,4,enrage,-1.69801114,noknowledge,6,0.825,-1.352925487,140,2.45E-07,-6.610016264
97,8,5,horrify,-1.655816576,knowledge,1,0.825,-6.076463305,89,1.56E-07,-6.806754293
97,8,6,observe,-0.438666444,knowledge,6,0.775,3.030364382,9245,1.62E-05,-4.790237384
97,8,7,relieve,-1.961746184,knowledge,6,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
97,8,8,think,-0.639212477,knowledge,7,0.5,7.446393461,730315,0.00128046,-2.892634079
98,8,1,alert,0.605909146,noknowledge,3,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
98,8,2,bet,4.685580181,noknowledge,6,0.55,3.763339017,19529,3.42E-05,-4.465464294
98,8,3,decide,-3.892043411,noknowledge,5,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
98,8,4,enrage,-1.69801114,noknowledge,4,0.825,-1.352925487,140,2.45E-07,-6.610016264
98,8,5,horrify,-1.655816576,knowledge,5,0.825,-6.076463305,89,1.56E-07,-6.806754293
98,8,6,observe,-0.438666444,knowledge,3,0.775,3.030364382,9245,1.62E-05,-4.790237384
98,8,7,relieve,-1.961746184,knowledge,5,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
98,8,8,think,-0.639212477,knowledge,5,0.5,7.446393461,730315,0.00128046,-2.892634079
99,8,1,alert,0.605909146,noknowledge,3,0.8125,-2.186597189,10794,1.89E-05,-4.722961886
99,8,2,bet,4.685580181,noknowledge,7,0.55,3.763339017,19529,3.42E-05,-4.465464294
99,8,3,decide,-3.892043411,noknowledge,3,0.5875,-0.259395165,32859,5.76E-05,-4.239489957
99,8,4,enrage,-1.69801114,noknowledge,6,0.825,-1.352925487,140,2.45E-07,-6.610016264
99,8,5,horrify,-1.655816576,knowledge,2,0.825,-6.076463305,89,1.56E-07,-6.806754293
99,8,6,observe,-0.438666444,knowledge,5,0.775,3.030364382,9245,1.62E-05,-4.790237384
99,8,7,relieve,-1.961746184,knowledge,6,0.8625,-2.257653364,3566,6.25E-06,-5.203962961
